Local time in Wurzburg,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
13.01.2019 08:00,4.8,733.6,758.4,,92,Wind blowing from the west,3,,,100%.,"Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,300-600,,,17.0,3.6,,,,,,
13.01.2019 07:00,4.3,734.1,758.9,,92,Wind blowing from the west-southwest,4,,,100%.,Rain (not freezing). ,Rain.,Drizzle.,1.7,5.1,,,300-600,,,18.0,3.1,3,12,,,,
13.01.2019 06:00,4.6,734.7,759.5,,91,Wind blowing from the west,4,,,"90  or more, but not 100%", ,,,,,,,300-600,,,29.0,3.2,,,,,,
13.01.2019 05:00,5.0,734.8,759.6,,88,Wind blowing from the west-northwest,6,,,100%.,Drizzle (not freezing) or snow grains. ,Drizzle.,,,,,,600-1000,,,40.0,3.2,,,,,,
13.01.2019 04:00,4.8,734.8,759.7,,91,Wind blowing from the west-northwest,6,,,"90  or more, but not 100%","Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,600-1000,,,30.0,3.4,,,,,,
13.01.2019 03:00,4.6,735.1,760.0,,91,Wind blowing from the west-northwest,6,,,"90  or more, but not 100%","Drizzle, not freezing, moderate. ",Rain.,Drizzle.,,,,,300-600,,,13.0,3.3,,,,,,
13.01.2019 02:00,4.2,735.0,759.8,,92,Wind blowing from the west-northwest,5,,,100%.,"Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,300-600,,,30.0,3.0,,,,,,
13.01.2019 01:00,3.5,735.1,760.0,,91,Wind blowing from the west,6,,,100%.,"Drizzle and rain, slight. ",Snow or ice pellets.,Rain.,,,,,300-600,,,7.0,2.2,2,6,,,,
13.01.2019 00:00,3.1,735.2,760.2,,91,Wind blowing from the west,8,,,100%.,"Drizzle and rain, slight. ",Rain.,Drizzle.,,,,,300-600,,,8.0,1.7,,,,,,
12.01.2019 23:00,2.8,735.4,760.3,,91,Wind blowing from the west,6,,,"90  or more, but not 100%","Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,300-600,,,29.0,1.4,,,,,,
12.01.2019 22:00,2.5,735.7,760.7,,89,Wind blowing from the west,7,,,100%.,Snow ,Snow or ice pellets.,Rain.,,,,,300-600,,,40.0,0.9,,,,,,
12.01.2019 21:00,1.8,736.0,761.1,,92,Wind blowing from the west,8,,,"90  or more, but not 100%","Rain, not freezing, slight. ",Snow or ice pellets.,Rain.,,,,,600-1000,,,10.0,0.6,,,,,,
12.01.2019 20:00,2.1,736.3,761.4,,91,Wind blowing from the west,9,,,"90  or more, but not 100%","Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,600-1000,,,8.0,0.7,,,,,,
12.01.2019 19:00,2.3,736.8,761.9,,90,Wind blowing from the west,8,,,100%.,"Drizzle, not freezing, slight. ",Snow or ice pellets.,Rain.,1.4,3.0,,,600-1000,,,11.0,0.8,3,12,,,,
12.01.2019 18:00,1.9,737.4,762.5,,91,Wind blowing from the west,9,,,"90  or more, but not 100%","Drizzle, not freezing, moderate. ",Snow or ice pellets.,Rain.,,,,,600-1000,,,8.0,0.6,,,,,,
12.01.2019 17:00,2.4,738.0,763.1,,91,Wind blowing from the west,7,,,100%.,"Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,300-600,,,7.0,1.1,,,,,,
12.01.2019 16:00,2.5,738.7,763.8,,91,Wind blowing from the west-southwest,5,,,"90  or more, but not 100%","Drizzle and rain, slight. ",Rain.,Drizzle.,,,,,200-300,,,6.0,1.2,,,,,,
12.01.2019 15:00,2.4,739.3,764.5,,90,Wind blowing from the west-southwest,7,,,100%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,300-600,,,14.0,0.9,,,,,,
12.01.2019 14:00,2.5,740.2,765.4,,92,Wind blowing from the west-southwest,6,,,100%.,"Drizzle and rain, slight. ",Rain.,Drizzle.,,,,,300-600,,,5.0,1.3,,,,,,
12.01.2019 13:00,2.9,740.6,765.8,,88,Wind blowing from the west,6,,,100%.,Drizzle (not freezing) or snow grains. ,Rain.,Drizzle.,,,,,200-300,,,20.0,1.1,0.3,6,,,,
12.01.2019 12:00,2.4,741.3,766.6,,92,Wind blowing from the west,7,,,100%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,300-600,,,12.0,1.2,,,,,,
12.01.2019 11:00,2.1,741.9,767.2,,94,Wind blowing from the west-southwest,6,,,100%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,200-300,,,7.0,1.2,,,,,,
12.01.2019 10:00,2.2,742.1,767.4,,95,Wind blowing from the west,6,,,"90  or more, but not 100%",Rain (not freezing). ,Rain.,Drizzle.,0.5,,,,300-600,,,10.0,1.4,,,,,,
12.01.2019 09:00,2.4,742.3,767.6,,94,Wind blowing from the west,4,,,"90  or more, but not 100%","Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,200-300,,,12.0,1.5,,,,,,
12.01.2019 08:00,1.5,742.1,767.5,,94,Wind blowing from the west,4,,,100%.,"Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,200-300,,,9.0,0.6,,,,,,
12.01.2019 07:00,1.5,742.0,767.3,,94,Wind blowing from the west-southwest,4,,,100%.,"Drizzle and rain, slight. ",Rain.,Drizzle.,-0.2,1.6,,,100-200,,,6.0,0.7,1,12,,,,
12.01.2019 06:00,1.3,742.2,767.5,,94,Wind blowing from the south,2,,,100%.,"Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,100-200,,,10.0,0.4,,,,,,
12.01.2019 05:00,1.1,742.3,767.7,,94,Wind blowing from the south-west,3,,,100%.,Drizzle (not freezing) or snow grains. ,Drizzle.,Visibility reduced.,,,,,100-200,,,9.0,0.3,,,,,,
12.01.2019 04:00,1.2,742.4,767.8,,94,Wind blowing from the west,3,,,"90  or more, but not 100%",Rain (not freezing). ,Rain.,Drizzle.,,,,,100-200,,,11.0,0.3,,,,,,
12.01.2019 03:00,1.0,742.5,767.9,,95,Wind blowing from the south-west,3,,,100%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,100-200,,,7.0,0.3,,,,,,
12.01.2019 02:00,1.3,742.3,767.6,,93,Wind blowing from the west,1,,,100%.,"Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,200-300,,,8.0,0.3,,,,,,
12.01.2019 01:00,0.9,742.2,767.6,,94,Wind blowing from the south-west,2,,,100%.,"Drizzle, not freezing, slight. ",Snow or ice pellets.,Rain.,,,,,100-200,,,6.0,0.1,0.7,6,,,,
12.01.2019 00:00,1.0,742.0,767.5,,93,Wind blowing from the south-west,2,,,100%.,Snow ,Snow or ice pellets.,Rain.,,,,,100-200,,,10.0,0.0,,,,,,
11.01.2019 23:00,0.9,742.2,767.6,,93,Wind blowing from the west,2,,,100%.,"Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,100-200,,,9.0,-0.1,,,,,,
11.01.2019 22:00,0.5,741.9,767.3,,94,Wind blowing from the west-southwest,2,,,100%.,"Drizzle, not freezing, moderate. ",Snow or ice pellets.,Rain.,,,,,100-200,,,4.1,-0.4,,,,,,
11.01.2019 21:00,0.1,742.1,767.6,,95,Wind blowing from the south,1,,,100%.,"Snow, moderate. ",Snow or ice pellets.,Rain.,,,,,100-200,,,1.3,-0.6,,,,,,
11.01.2019 20:00,0.0,742.0,767.5,,93,Wind blowing from the south-southwest,2,,,100%.,Snow ,Snow or ice pellets.,Visibility reduced.,,,,,100-200,,,7.0,-1.0,,,,,,
11.01.2019 19:00,0.0,742.0,767.5,,92,Wind blowing from the south-west,2,,,100%.,Freezing drizzle or freezing rain. ,Snow or ice pellets.,Drizzle.,-1.8,0.0,,,200-300,,,8.0,-1.2,2,12,,,,
11.01.2019 18:00,-0.3,742.0,767.5,,92,Wind blowing from the west-southwest,2,,,100%.,Snow grains ,Snow or ice pellets.,Drizzle.,,,,,200-300,,,5.0,-1.5,,,,,,
11.01.2019 17:00,-0.2,742.1,767.6,,91,Wind blowing from the west,4,,,100%.,Freezing drizzle or freezing rain. ,Snow or ice pellets.,Drizzle.,,,,,200-300,,,10.0,-1.5,,,,,,
11.01.2019 16:00,-0.3,742.3,767.9,,92,Wind blowing from the west,2,,,100%.,Snow grains ,Snow or ice pellets.,Snow or ice pellets.,,,,,200-300,,,4.9,-1.4,,,,,,
11.01.2019 15:00,-0.5,742.4,768.0,,93,Wind blowing from the south-west,1,,,100%.,"Snow, slight. ",Snow or ice pellets.,Snow or ice pellets.,,,,,200-300,,,2.1,-1.5,,,,,,
11.01.2019 14:00,-0.7,742.6,768.2,,94,Wind blowing from the west-southwest,2,,,"90  or more, but not 100%","Snow, slight. ",Snow or ice pellets.,Snow or ice pellets.,,,,,200-300,,,0.8,-1.6,,,,,,
11.01.2019 13:00,-0.6,743.0,768.6,,90,Wind blowing from the west-southwest,3,,,"90  or more, but not 100%","Snow, slight. ",Snow or ice pellets.,Drizzle.,,,,,100-200,,,2.5,-2.0,0.7,6,,,,
11.01.2019 12:00,-0.8,743.5,769.1,,92,Wind blowing from the west-southwest,3,,,"90  or more, but not 100%","Snow, slight. ",Snow or ice pellets.,Snow or ice pellets.,,,,,300-600,,,3.0,-2.0,,,,,,
11.01.2019 11:00,-1.0,743.8,769.4,,90,Wind blowing from the south-west,3,,,70 – 80%.,"Snow, slight. ",Snow or ice pellets.,Drizzle.,,,,,300-600,,,2.8,-2.4,,,,,,
11.01.2019 10:00,-1.3,744.0,769.7,,87,Wind blowing from the south-west,3,,,"90  or more, but not 100%","Snow, slight. ",Snow or ice pellets.,Drizzle.,-1.8,,,,600-1000,,,7.0,-3.2,,,,,,
11.01.2019 09:00,-1.6,744.1,769.8,,85,Wind blowing from the west-southwest,4,,,100%.,Snow grains ,Snow or ice pellets.,Snow or ice pellets.,,,,,600-1000,,,11.0,-3.8,,,,,,
11.01.2019 08:00,-1.7,744.2,769.9,,86,Wind blowing from the south-southwest,2,,,100%.,"Snow, slight. ",Snow or ice pellets.,Snow or ice pellets.,,,,,600-1000,,,11.0,-3.8,,,,,,
11.01.2019 07:00,-1.6,744.4,770.2,,84,Wind blowing from the west,2,,,100%.,"Snow, slight. ",Snow or ice pellets.,Drizzle.,-1.7,0.2,,,600-1000,,,12.0,-4.0,Trace of precipitation,12,,,,
11.01.2019 06:00,-1.3,744.5,770.2,,77,Wind blowing from the west-northwest,2,,,"90  or more, but not 100%",Snow grains ,Snow or ice pellets.,,,,,,600-1000,,,25.0,-4.9,,,,,,
11.01.2019 05:00,-1.5,744.4,770.2,,77,Wind blowing from the west,1,,,"90  or more, but not 100%", ,,,,,,,600-1000,,,35.0,-5.1,,,,,,
11.01.2019 04:00,-1.5,744.6,770.3,,77,Wind blowing from the west,1,,,100%., ,,,,,,,600-1000,,,35.0,-5.0,,,,,,
11.01.2019 03:00,-1.5,744.9,770.7,,74,Wind blowing from the north-west,1,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,40.0,-5.5,,,,,,
11.01.2019 02:00,-1.4,744.7,770.4,,72,Wind blowing from the north-west,2,,,100%., ,,,,,,,600-1000,,,50.0,-5.9,,,,,,
11.01.2019 01:00,-1.2,745.0,770.7,,71,Wind blowing from the north-west,1,,,100%., ,,,,,,,600-1000,,,40.0,-5.8,No precipitation,6,,,,
11.01.2019 00:00,-1.1,745.0,770.8,,69,Wind blowing from the north,1,,,100%., ,,,,,,,1000-1500,,,40.0,-6.1,,,,,,
10.01.2019 23:00,-0.9,745.0,770.8,,68,Wind blowing from the north,2,,,100%., ,,,,,,,600-1000,,,45.0,-6.1,,,,,,
10.01.2019 22:00,-0.4,745.0,770.7,,62,Wind blowing from the west-northwest,1,,,100%., ,,,,,,,600-1000,,,65.0,-6.9,,,,,,
10.01.2019 21:00,-0.5,744.8,770.5,,64,Wind blowing from the north-east,1,,,100%., ,,,,,,,600-1000,,,40.0,-6.5,,,,,,
10.01.2019 20:00,0.1,744.7,770.2,,62,Wind blowing from the north,2,,,100%., ,,,,,,,1000-1500,,,70.0,-6.5,,,,,,
10.01.2019 19:00,0.0,744.6,770.2,,62,Wind blowing from the north-northeast,3,,,100%., ,Snow or ice pellets.,Precipitation,0.0,2.2,,,600-1000,,,70.0,-6.5,Trace of precipitation,12,,,,
10.01.2019 18:00,0.4,744.2,769.8,,65,Wind blowing from the north-northeast,3,,,100%., ,,,,,,,600-1000,,,70.0,-5.5,,,,,,
10.01.2019 17:00,0.6,743.9,769.4,,66,Wind blowing from the north,2,,,100%., ,,,,,,,600-1000,,,50.0,-5.0,,,,,,
10.01.2019 16:00,0.8,743.6,769.1,,72,Wind blowing from the north-northeast,2,,,100%.,Snow ,Snow or ice pellets.,Precipitation,,,,,600-1000,,,45.0,-3.7,,,,,,
10.01.2019 15:00,1.0,743.4,768.9,,72,Wind blowing from the north-northeast,3,,,100%., ,,,,,,,600-1000,,,70.0,-3.5,,,,,,
10.01.2019 14:00,1.3,743.0,768.4,,69,Wind blowing from the north-east,4,,,100%.,Snow ,Snow or ice pellets.,Precipitation,,,,,600-1000,,,70.0,-3.9,,,,,,
10.01.2019 13:00,1.7,743.1,768.5,,69,Wind blowing from the north-east,4,,,100%.,"Snow, slight. ",Snow or ice pellets.,Precipitation,,,,,300-600,,,45.0,-3.4,Trace of precipitation,6,,,,
10.01.2019 12:00,1.8,743.2,768.5,,69,Wind blowing from the north-east,4,,,100%.,Snow ,Snow or ice pellets.,Precipitation,,,,,600-1000,,,70.0,-3.4,,,,,,
10.01.2019 11:00,1.6,743.0,768.4,,76,Wind blowing from the north,2,,,100%.,Snow ,Snow or ice pellets.,Precipitation,,,,,600-1000,,,45.0,-2.3,,,,,,
10.01.2019 10:00,1.2,742.5,767.9,,79,Wind blowing from the north,2,,,100%.,Snow ,Snow or ice pellets.,Precipitation,0.1,,,,300-600,,,30.0,-2.1,,,,,,
10.01.2019 09:00,1.1,742.0,767.4,,78,Wind blowing from the north-northwest,3,,,100%., ,,,,,,,600-1000,,,50.0,-2.3,,,,,,
10.01.2019 08:00,1.2,741.4,766.7,,78,Wind blowing from the north,2,,,100%., ,,,,,,,600-1000,,,60.0,-2.2,,,,,,
10.01.2019 07:00,1.2,741.1,766.4,,78,Wind blowing from the north,3,,,100%., ,Snow or ice pellets.,,0.1,1.2,,,600-1000,,,65.0,-2.2,0.1,12,,,,
10.01.2019 06:00,1.1,740.7,766.0,,80,Wind blowing from the north,3,,,100%., ,,,,,,,600-1000,,,70.0,-2.0,,,,,,
10.01.2019 05:00,1.0,740.5,765.8,,79,Wind blowing from the north,2,,,100%., ,,,,,,,600-1000,,,70.0,-2.2,,,,,,
10.01.2019 04:00,1.0,740.3,765.7,,79,Wind blowing from the north-northwest,3,,,100%., ,Snow or ice pellets.,,,,,,600-1000,,,60.0,-2.2,,,,,,
10.01.2019 03:00,1.0,739.9,765.3,,79,Wind blowing from the north-northwest,4,,,100%.,Snow ,Snow or ice pellets.,,,,,,600-1000,,,55.0,-2.3,,,,,,
10.01.2019 02:00,1.0,739.4,764.8,,80,Wind blowing from the north-northwest,3,,,100%., ,,,,,,,600-1000,,,50.0,-2.1,,,,,,
10.01.2019 01:00,0.8,739.1,764.5,,82,Wind blowing from the north,2,,,100%.,Snow ,Snow or ice pellets.,Drizzle.,,,,,600-1000,,,50.0,-1.9,0.1,6,,,,
10.01.2019 00:00,0.1,738.8,764.2,,90,Wind blowing from the north-west,2,,,70 – 80%.,"Snow, slight. ",Snow or ice pellets.,Drizzle.,,,,,600-1000,,,5.0,-1.4,,,,,,
09.01.2019 23:00,0.6,738.6,763.9,,82,Wind blowing from the north-northwest,4,,,"90  or more, but not 100%","Snow, slight. ",Snow or ice pellets.,Drizzle.,,,,,600-1000,,,30.0,-2.2,,,,,,
09.01.2019 22:00,1.1,738.1,763.3,,77,Wind blowing from the north,4,,,"90  or more, but not 100%", ,Snow or ice pellets.,Drizzle.,,,,,1000-1500,,,70.0,-2.6,,,,,,
09.01.2019 21:00,1.1,737.7,763.0,,76,Wind blowing from the north,4,,,100%., ,,,,,,,1500-2000,,,70.0,-2.7,,,,,,
09.01.2019 20:00,0.9,737.2,762.5,,78,Wind blowing from the north-northwest,3,,,100%.,Drizzle (not freezing) or snow grains. ,Snow or ice pellets.,Drizzle.,,,,,600-1000,,,70.0,-2.5,,,,,,
09.01.2019 19:00,0.8,736.9,762.1,,81,Wind blowing from the north-northwest,4,,,100%.,Snow ,Snow or ice pellets.,Rain.,0.1,2.3,,,300-600,,,50.0,-2.1,Trace of precipitation,12,,,,
09.01.2019 18:00,0.2,736.6,761.8,,88,Wind blowing from the north-northwest,3,,,Sky obscured by fog and/or other meteorological phenomena.,"Snow, slight. ",Snow or ice pellets.,Precipitation,,,,,,,,7.0,-1.6,,,,,,
09.01.2019 17:00,1.2,736.1,761.3,,74,Wind blowing from the north-northwest,5,,,Sky obscured by fog and/or other meteorological phenomena.,"Snow, slight. ",Snow or ice pellets.,Precipitation,,,,,,,,30.0,-3.0,,,,,,
09.01.2019 16:00,1.8,735.6,760.7,,69,Wind blowing from the north-northwest,5,,,100%.,Snow ,Snow or ice pellets.,Rain.,,,,,600-1000,,,70.0,-3.4,,,,,,
09.01.2019 15:00,1.8,735.4,760.5,,69,Wind blowing from the north,4,,,100%.,Snow ,Snow or ice pellets.,Rain.,,,,,600-1000,,,60.0,-3.4,,,,,,
09.01.2019 14:00,2.0,735.0,760.0,,69,Wind blowing from the north-northwest,4,,,"90  or more, but not 100%", ,,,,,,,600-1000,,,70.0,-3.2,,,,,,
09.01.2019 13:00,1.9,734.9,760.0,,69,Wind blowing from the north-northwest,5,,,100%., ,Snow or ice pellets.,Drizzle.,,,,,1000-1500,,,70.0,-3.2,Trace of precipitation,6,,,,
09.01.2019 12:00,2.2,734.8,759.9,,63,Wind blowing from the north,5,,,"90  or more, but not 100%",Precipitation ,Precipitation,,,,,,1000-1500,,,70.0,-4.1,,,,,,
09.01.2019 11:00,1.6,735.0,760.1,,76,Wind blowing from the north-northwest,3,,,"90  or more, but not 100%",Snow ,Snow or ice pellets.,Precipitation,,,,,1500-2000,,,65.0,-2.2,,,,,,
09.01.2019 10:00,1.5,734.4,759.5,,76,Wind blowing from the north-northwest,4,,,"90  or more, but not 100%",Drizzle (not freezing) or snow grains. ,Snow or ice pellets.,Drizzle.,0.4,,,,600-1000,,,70.0,-2.3,,,,,,
09.01.2019 09:00,1.2,734.1,759.2,,82,Wind blowing from the north-northwest,4,,,"90  or more, but not 100%",Drizzle (not freezing) or snow grains. ,Drizzle.,Precipitation,,,,,300-600,,,50.0,-1.5,,,,,,
09.01.2019 08:00,1.5,733.9,759.0,,77,Wind blowing from the north-northwest,3,,,100%.,Snow ,Snow or ice pellets.,Drizzle.,,,,,1000-1500,,,70.0,-2.1,,,,,,
09.01.2019 07:00,1.4,733.4,758.5,,82,Wind blowing from the north-northwest,4,,,100%.,"Snow, slight. ",Snow or ice pellets.,Rain.,0.4,4.6,,,600-1000,,,30.0,-1.3,2,12,,,,
09.01.2019 06:00,0.7,733.6,758.7,,92,Wind blowing from the north,5,,,"90  or more, but not 100%","Snow, moderate. ",Snow or ice pellets.,Rain.,,,,,100-200,,,0.6,-0.4,,,,,,
09.01.2019 05:00,2.2,733.5,758.5,,80,Wind blowing from the north-northwest,6,,,100%., ,,,,,,,300-600,,,70.0,-0.9,,,,,,
09.01.2019 04:00,1.9,733.8,758.8,,86,Wind blowing from the north-west,5,,,100%., ,Rain.,Drizzle.,,,,,1500-2000,,,70.0,-0.2,,,,,,
09.01.2019 03:00,2.2,733.9,759.0,,83,Wind blowing from the north-west,5,,,100%., ,,,,,,,600-1000,,,70.0,-0.5,,,,,,
09.01.2019 02:00,2.4,733.9,758.8,,81,Wind blowing from the north-northwest,6,,,70 – 80%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,1500-2000,,,70.0,-0.5,,,,,,
09.01.2019 01:00,3.1,733.9,758.8,,84,Wind blowing from the north-west,7,,,100%.,"Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,300-600,,,26.0,0.7,0.3,6,,,,
09.01.2019 00:00,3.7,733.9,758.8,,77,Wind blowing from the north-west,8,,,100%.,"Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,600-1000,,,50.0,0.0,,,,,,
08.01.2019 23:00,4.3,733.9,758.8,,73,Wind blowing from the north-west,9,,,100%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,600-1000,,,55.0,-0.1,,,,,,
08.01.2019 22:00,3.6,734.0,758.9,,83,Wind blowing from the west-northwest,9,,,"90  or more, but not 100%","Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,600-1000,,,30.0,0.9,,,,,,
08.01.2019 21:00,4.2,734.1,758.9,,78,Wind blowing from the west-northwest,11,,,100%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,600-1000,,,45.0,0.6,,,,,,
08.01.2019 20:00,4.4,734.3,759.1,,77,Wind blowing from the west-northwest,8,,,100%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,600-1000,,,50.0,0.6,,,,,,
08.01.2019 19:00,4.5,734.2,759.1,,80,Wind blowing from the west-northwest,8,,,"90  or more, but not 100%","Drizzle, not freezing, slight. ",Rain.,Drizzle.,2.9,5.5,,,600-1000,,,30.0,1.3,0.8,12,,,,
08.01.2019 18:00,4.6,733.9,758.8,,77,Wind blowing from the west-northwest,10,,,"90  or more, but not 100%","Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,1000-1500,,,45.0,0.9,,,,,,
08.01.2019 17:00,4.6,734.2,759.0,,85,Wind blowing from the west-northwest,7,,,"90  or more, but not 100%",Rain (not freezing). ,Rain.,Drizzle.,,,,,300-600,,,45.0,2.2,,,,,,
08.01.2019 16:00,4.7,734.0,758.8,,84,Wind blowing from the west-northwest,14,,,100%.,"Drizzle and rain, slight. ",Rain.,Drizzle.,,,,,300-600,,,29.0,2.2,,,,,,
08.01.2019 15:00,4.7,734.3,759.1,,84,Wind blowing from the west-northwest,10,,,"90  or more, but not 100%","Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,300-600,,,26.0,2.2,,,,,,
08.01.2019 14:00,4.6,734.8,759.7,,85,Wind blowing from the west-northwest,8,,,100%.,"Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,300-600,,,8.0,2.2,,,,,,
08.01.2019 13:00,5.4,735.0,759.7,,75,Wind blowing from the west-northwest,11,,,"90  or more, but not 100%",Rain (not freezing). ,Rain.,Drizzle.,,,,,600-1000,,,55.0,1.2,0.1,6,,,,
08.01.2019 12:00,4.9,735.7,760.5,,81,Wind blowing from the west-northwest,10,,,100%.,"Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,600-1000,,,22.0,1.9,,,,,,
08.01.2019 11:00,5.4,735.8,760.6,,74,Wind blowing from the west-northwest,13,,,"90  or more, but not 100%","Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,600-1000,,,45.0,1.1,,,,,,
08.01.2019 10:00,5.3,736.4,761.2,,78,Wind blowing from the west-northwest,8,,,60%.,Rain (not freezing). ,Rain.,Drizzle.,2.3,,,,600-1000,,,60.0,1.7,,,,,,
08.01.2019 09:00,3.4,737.0,762.0,,92,Wind blowing from the west,5,,,40%., ,,,,,,,600-1000,,,35.0,2.2,,,,,,
08.01.2019 08:00,3.1,737.5,762.6,,93,Wind blowing from the west,5,,,"90  or more, but not 100%",Drizzle (not freezing) or snow grains. ,Drizzle.,,,,,,300-600,,,40.0,2.0,,,,,,
08.01.2019 07:00,3.1,737.5,762.5,,94,Wind blowing from the west,6,,,100%.,Rain (not freezing). ,Snow or ice pellets.,Rain.,2.3,3.8,,,300-600,,,50.0,2.2,2,12,,,,
08.01.2019 06:00,2.8,737.9,763.0,,92,Wind blowing from the west,8,,,"90  or more, but not 100%","Rain, not freezing, slight. ",Snow or ice pellets.,Rain.,,,,,300-600,,,11.0,1.6,,,,,,
08.01.2019 05:00,2.7,738.3,763.4,,89,Wind blowing from the west,11,,,100%.,"Drizzle, not freezing, slight. ",Snow or ice pellets.,Rain.,,,,,300-600,,,28.0,1.1,,,,,,
08.01.2019 04:00,2.8,739.3,764.4,,89,Wind blowing from the west,10,,,100%.,"Drizzle and rain, slight. ",Snow or ice pellets.,Rain.,,,,,300-600,,,5.0,1.1,,,,,,
08.01.2019 03:00,2.6,740.2,765.4,,90,Wind blowing from the west,9,,,100%.,"Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,200-300,,,7.0,1.1,,,,,,
08.01.2019 02:00,2.3,741.2,766.5,,90,Wind blowing from the west,9,,,"90  or more, but not 100%","Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,200-300,,,6.0,0.8,,,,,,
08.01.2019 01:00,2.6,742.3,767.6,,88,Wind blowing from the west,8,,,100%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,300-600,,,13.0,0.8,0.7,6,,,,
08.01.2019 00:00,2.8,743.5,768.7,,91,Wind blowing from the west,8,,,100%.,"Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,200-300,,,6.0,1.5,,,,,,
07.01.2019 23:00,2.8,744.6,769.9,,90,Wind blowing from the west,7,,,100%.,"Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,200-300,,,4.3,1.3,,,,,,
07.01.2019 22:00,2.9,745.6,770.9,,90,Wind blowing from the west,7,,,100%.,"Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,300-600,,,5.0,1.4,,,,,,
07.01.2019 21:00,3.3,746.5,771.9,,83,Wind blowing from the west-southwest,4,,,100%., ,,,,,,,300-600,,,8.0,0.7,,,,,,
07.01.2019 20:00,3.5,747.2,772.6,,80,Wind blowing from the west-southwest,4,,,"90  or more, but not 100%", ,,,,,,,300-600,,,14.0,0.3,,,,,,
07.01.2019 19:00,3.8,747.7,773.0,,78,Wind blowing from the west,4,,,100%., ,,,3.8,4.8,,,1000-1500,,,17.0,0.3,Trace of precipitation,12,,,,
07.01.2019 18:00,4.0,748.0,773.3,,79,Wind blowing from the west-southwest,3,,,"90  or more, but not 100%", ,,,,,,,1500-2000,,,14.0,0.6,,,,,,
07.01.2019 17:00,4.3,748.4,773.8,,77,Wind blowing from the west-northwest,4,,,100%., ,,,,,,,1500-2000,,,15.0,0.6,,,,,,
07.01.2019 16:00,4.5,748.5,773.8,,78,Wind blowing from the west-northwest,3,,,"90  or more, but not 100%", ,,,,,,,1000-1500,,,14.0,0.9,,,,,,
07.01.2019 15:00,4.8,748.6,773.9,,79,Wind blowing from the west,2,,,100%., ,,,,,,,300-600,,,11.0,1.5,,,,,,
07.01.2019 14:00,4.7,748.8,774.1,,81,Wind blowing from the west-northwest,4,,,100%., ,,,,,,,300-600,,,13.0,1.7,,,,,,
07.01.2019 13:00,4.8,749.0,774.3,,81,Wind blowing from the north-west,3,5,,100%., ,,,,,,,300-600,,,16.0,1.7,,,,,,
07.01.2019 12:00,4.7,749.5,774.8,,80,Wind blowing from the north-west,3,,,100%., ,,,,,,,300-600,,,19.0,1.5,,,,,,
07.01.2019 11:00,4.4,749.7,775.0,,83,Wind blowing from the north-west,4,,,100%., ,,,,,,,300-600,,,15.0,1.7,,,,,,
07.01.2019 10:00,4.1,749.8,775.1,,85,Wind blowing from the north-west,3,,,100%., ,Drizzle.,,3.8,,,,300-600,,,12.0,1.8,,,,,,
07.01.2019 09:00,4.0,749.6,775.0,,85,Wind blowing from the north-west,3,,,100%., ,,,,,,,300-600,,,15.0,1.7,,,,,,
07.01.2019 08:00,3.9,749.3,774.7,,87,Wind blowing from the north-west,4,,,100%.,Drizzle (not freezing) or snow grains. ,Drizzle.,,,,,,300-600,,,12.0,1.9,,,,,,
